Curah Hujan (mm),Debit Aliran Air (L/menit),Kemiringan Tanah (derajat),Kategori,Klasifikasi Curah Hujan,Klasifikasi Debit Aliran,Klasifikasi Kemiringan Tanah
721.8240305099961,18.078899749801895,60.65467759151023,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
993.9452556622012,11.263014660429464,50.70600905241789,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1429.6187394467545,20.12607542026181,76.4100827578051,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1167.214706786675,12.572620216745875,20.819726183340865,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1298.0790197559975,19.432100363574552,12.342222212640284,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1050.9939701854862,9.241952889351747,24.96968122253599,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1480.46645884063,8.98672730852897,20.636702255833494,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1088.6621546814742,15.425743529799838,60.54662083788103,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
545.5107139625916,15.67048787776352,58.64874430774386,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
697.9827999397949,11.702731622813477,53.5747920684267,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
904.773628957148,8.28992125916725,17.310329156679025,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
1101.2771725737762,5.980263480347427,68.94454459512717,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1271.9308674089598,5.630795682195403,76.52572446871422,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
913.0861259038863,11.788757250161892,42.52846544869156,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1210.0583050156888,16.546336054048428,51.94981845035087,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1289.869503109125,23.156082032653174,40.05536792164497,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
817.2601972499828,16.871792517850224,22.68461720820831,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1479.2702400358185,27.601270485882043,22.891808319728337,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1149.6564952358356,5.880495114385177,25.073641818793053,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1380.9980607861312,9.516515538515858,15.268000333132319,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
1055.9376888086067,13.462862319253567,72.15389061034541,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1241.6031071523237,19.43740470162806,68.67185072373486,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1270.5440616163653,26.31840394734856,36.931148905506944,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1408.248379234579,13.75504879891441,29.380113004813637,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
650.3497568713703,11.699717062610503,75.12626852376789,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1058.2834241692485,6.547229221072394,17.789877538624808,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
928.3785131058562,25.532586942452603,44.28335675734413,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1423.1590211737403,14.491661080166974,4.359852443373011,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
605.0946942489992,19.28875488542336,15.29617576139592,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1482.5738886809127,29.58888545428051,48.32215466876078,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1375.4513240932963,5.039864265107364,52.97469222753357,Tidak Berpotensi Banjir,Kering,Aman,Sedang
573.8262815642486,8.63625351747165,46.47966549385917,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sedang
990.9663855404744,24.477774850483886,69.56811327994318,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1217.559500212526,25.128187130195947,79.47241766581976,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1238.1515456910565,24.231177975818888,61.1089473722329,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1406.4941252379208,18.424972276070733,37.20734273150071,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1299.865435582311,29.471424525576403,66.71477355632821,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
810.9303803440895,14.904613999883013,9.630991533280131,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
998.4347858624524,20.04859245282781,54.66165571567438,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1201.785762935854,6.584225113721208,41.467022996274714,Tidak Berpotensi Banjir,Kering,Aman,Sedang
638.4368413643514,15.24643624768347,14.245270900457472,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
693.9907976001973,23.06250218774805,77.83468938241712,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
981.0424481098726,10.968471019267483,27.074993582299804,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
798.2457987055127,28.595689726828713,49.233872477070676,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1362.5592497840948,22.169584191082226,70.28753900199617,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1086.277321520618,12.189384571439287,40.53510751318565,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
848.6651977183676,24.22497306764641,9.211028014114548,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1348.83302560441,7.0791192952027275,65.4991267477832,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1304.8784485542387,29.369360562761415,28.257101364704038,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1498.3548770992695,6.232131476838963,78.6453495113471,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1347.3076883337349,28.336397278717957,70.70603571556464,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
914.4565348056797,11.32134694370653,68.27594666791657,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
627.4988817699884,23.945602692272264,28.500254203031954,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1340.640908200478,5.001842485827652,60.57038222472525,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
559.757917960394,11.356002229489993,78.90632504012711,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
850.2712073448542,23.727515166243,42.1057289561065,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1419.7379807712737,18.308401772433058,37.65857239641853,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1460.7664734451007,7.873803740927872,1.1732656777656647,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
1140.5645935212183,14.840743645931882,56.0163014987949,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1188.6483169837136,14.388733877113564,68.67820548814832,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
542.4544887255225,19.204056104523744,19.7965748865464,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1014.4803410895479,21.699426811505443,25.201966169172543,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1046.8681788063413,26.02075606030625,40.054161706092515,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
840.1007461241111,17.430784924434313,5.766412588921348,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
568.5968347538843,14.800542932629252,7.171398087898959,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
728.907599724394,8.599413352384541,33.688860711046466,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
857.9839368611963,25.120574124743058,20.897516216273733,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
935.1419865163296,22.834260135363998,32.48298420262148,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1090.9267255335692,15.216934936367133,36.35090384799504,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1222.3915186982363,17.960807748566737,78.10187173912945,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
817.6318732739462,21.62957111029722,75.54078560822698,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
828.9537599189831,9.120139746188444,11.178412123181287,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
519.6916427237037,5.679944860198006,70.60687789857971,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
540.8748600940183,12.937592479667135,6.416532986406285,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
757.8216943085364,19.889625490904077,40.61083757742033,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1240.2449976749567,17.165152282036466,13.112792008781229,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1128.3138303739122,22.313865671578178,29.271371628554725,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1269.7890206778347,25.49224513936338,59.46721805189317,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1268.9194362148219,17.211061668256896,33.960438348547996,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1356.567467669301,8.35667559294562,64.5561030057067,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1220.3192659868837,26.265699994974145,57.50525688300335,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1479.010919000823,19.37475818185286,75.4271556968813,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1398.8252193018175,23.498437019571767,42.732481646870184,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1086.7171662232342,22.61661634020729,64.17183631902363,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1088.1576704911718,29.20529428328104,25.83256850696415,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
534.2670403522295,12.382683058395347,27.65966760718917,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1498.5265777083541,22.63266931948155,32.04083708652043,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
631.5759973661418,14.141908328147958,32.873258743847124,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1240.347196631592,14.885268022966043,8.260257653277963,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1321.0151951243088,10.764865916468036,41.527915146549084,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
873.0545293052032,13.600254391271347,7.744257541522046,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
696.8520546653137,28.70741879145658,71.18097086558112,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
598.759886790555,12.314271173690024,4.94758265786345,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1248.606005829578,11.149765148914668,35.9755544247447,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
952.6535292056957,19.57844946184555,22.77552531123444,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1213.7177590011356,11.450898918543865,12.389553252358327,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1415.4076488518006,16.834643139857377,62.706935267376984,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
646.5837361510567,25.854406413905924,57.19459191356205,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1419.1710007237998,10.760007857679389,11.675831214521049,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
911.6264595084367,15.667285304598002,50.621251288504816,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
805.267009897289,20.2622433755008,63.404413386435685,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1443.0622606027791,18.640723114337135,61.86657762959095,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1490.6516926063994,29.36808093538093,7.382367813068926,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
698.8922177674481,22.009256359879878,54.8410175236621,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1156.8383469519833,23.498656051210997,57.281913670686166,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
606.4953137710604,29.17389869916833,68.97330136336218,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1150.9140038575058,15.360950630713026,40.643547109198934,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1327.3132277758496,13.88449537652628,36.88752002426859,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1184.4985465240675,6.0965607441595635,77.20930599355759,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
917.3331420625957,9.605107662970678,63.72098045910028,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
883.0663595637695,10.929740801291896,44.69847926451912,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
893.1224152234171,9.587611676783462,26.44936570490236,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
1089.7118179929232,23.86959732991411,67.61903968028085,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1381.5672700724956,18.397074531902792,36.43491115715237,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1429.0661572687677,21.69084503646168,7.41481537265285,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
553.5296202073181,25.51155402098434,36.392341817075184,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
681.6223946456882,10.769348532147367,69.7574716920117,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
612.2243158282885,13.148098495537479,35.862571751555635,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
693.3346407669139,22.70900667591492,1.1479318192280097,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
846.6078106091718,14.81897364761182,48.91882591331757,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1006.5316826226237,5.731773502526104,79.6664002729119,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1129.461227009152,15.87388047567195,65.37988672324094,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1232.1422191397014,27.706827160385355,49.37903572945183,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1390.111541385807,15.225537789821868,73.1519109438308,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1489.0884372297908,13.306222911068675,65.08653453208495,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1162.8564785571198,29.73812707362568,39.89114821920324,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1345.364518667763,21.11038910592533,47.29762283259055,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1278.038846924699,14.14995066177952,58.50342473624159,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
807.532039218712,7.550488284095184,67.71409311830918,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
1375.692270234923,24.69623612366053,4.654112190136912,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
542.7631379477989,22.70187333719394,61.98430857289209,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
500.36734375145784,28.047894981214124,35.80027519825616,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
773.7326293884641,10.431890750700209,52.86388482412326,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
962.0975296274498,7.8731087497058,61.170640876708006,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
1138.3628950006773,23.10181316022659,43.16015400219587,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
601.7702665445448,10.08489604996739,12.681188046431924,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1173.01013383484,9.402595944737403,32.76214652146129,Tidak Berpotensi Banjir,Kering,Aman,Rendah
1301.8158670596945,12.995183384901802,6.149839500190382,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
685.3129195793667,25.42062853696094,55.14405529242111,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
915.1252548317939,18.48841512774077,76.29649455704667,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1019.9849899533098,6.146258877557024,63.62022497793496,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
951.8070180844807,16.59736686648293,31.182913822969496,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1299.8299308884707,22.09949028416188,46.74331968043955,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1460.5223981193308,18.459210961725393,24.336054067749533,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1298.95316400818,19.3112554539139,43.283647964397204,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
577.9928178758246,10.619433209816616,24.05815246277122,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1304.935572159127,26.1934832898837,59.0659805438888,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
566.5963322355511,19.034967939778106,20.747320638962037,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
735.97038524157,22.831150326016914,77.12163123471156,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
653.0968968357229,29.54660542533256,52.955898573882514,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
697.5191068460854,15.704966441863304,5.502227814707501,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1028.3151270573508,27.026665316912712,0.862221080455452,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1171.6898576108538,5.182025348528125,79.76370753640803,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
970.321282336041,5.8351823153780025,17.640446257263484,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
1459.6956390292435,19.756998043220424,25.005019876574206,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
740.2923200301666,12.786234888555015,16.673121136168668,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1263.140230254793,11.206914175492507,74.24814179769459,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1370.1821785071484,11.948383930223965,52.16102877348913,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1062.0661107547191,12.96007336526469,40.35090588448887,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
956.2225019615531,23.223692403585574,44.61206515940563,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1096.1844467792437,19.229899305773614,25.429827783934982,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
928.809770160343,24.725899313983337,49.13400018910731,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1055.1938823233695,25.7549144958763,33.56802907639455,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
916.9339521288016,26.073371482532053,15.938251713934335,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
900.4697102941341,15.366103729372188,52.52840797679052,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1195.3464681395299,15.53183490791027,29.907245540736966,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
592.8512130679679,28.1566470035146,62.80531032937293,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
666.5420727288208,21.544089865110262,33.23159660076216,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1351.198471715004,7.0116795994784695,40.66171000369571,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1271.0773468151879,18.55467385231171,62.9973183344717,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
781.4537272943937,13.900181490872674,35.83024743357849,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
877.2689326657603,29.68587474290908,77.29769080993316,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1426.0265066284805,5.341385161557314,63.442293375608934,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1318.0772251738613,20.304521826763953,66.11443242519829,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
1114.3462999796309,23.09057735997145,76.31363733629821,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
721.4901788029578,12.22266928393388,31.108050307456594,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
544.2519713152695,29.341037956413302,46.40642113457367,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
931.2578468418982,26.488415675542782,55.48733926364828,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1172.6271392574617,27.89132102464531,53.87667868325046,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1328.4804905178516,5.480801483788712,76.23494356488156,Tidak Berpotensi Banjir,Kering,Aman,Tinggi
1352.6890057422693,19.246803782870224,23.067890710266763,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
532.7759012933634,12.366256048863669,23.30892229007936,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
744.1570338368794,26.225715873391575,73.44035216313173,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
839.094588477403,20.82124142287406,63.944451338124765,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
688.7322109593858,18.471925108027744,16.26852992556782,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1302.9753783638378,7.864704241890142,45.60375024742142,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1267.4657630849424,18.50557011965477,59.66109872770626,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1016.8330403809708,20.797603658910667,28.24291123580073,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1482.9264779958555,28.897807732755112,34.75058009771121,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
644.0585410908423,19.62627526059674,46.03172893287144,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1399.6517033276689,29.18501504364136,37.36868460385685,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
616.4632541619162,29.040152890166553,60.24339120552263,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
663.1817055141207,21.255008395839937,0.47510029464557846,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1196.2192002506188,17.647699602952216,34.770601951284036,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
609.5696920416893,16.650543595651236,27.006510026309726,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1065.845095418711,27.259464027894566,48.73312422638615,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
920.2335364726537,5.706417074293919,62.07667535050877,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
1228.4739655410149,7.845204950589289,6.091612976122418,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
1400.6752388088653,7.551793227978797,12.644778688095393,Tidak Berpotensi Banjir,Kering,Aman,Sangat Rendah
1269.8715146690554,23.92338312802637,53.20652993136267,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
1349.6898764211883,13.491275596313368,59.072195281233356,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
532.9454485312324,20.949213618517526,47.05614216630683,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
810.1954982442031,20.09457259606414,78.62426791743411,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
1015.4330866863323,14.645699243563291,39.95691912852597,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
915.9533146297795,18.289193056059965,10.903386807811488,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
731.2549529796885,21.128463339291503,54.9032848296864,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
807.8740979600233,28.52375824695346,48.16604177558385,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1445.4309703916056,19.390851821524535,47.23371800242107,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
794.1808798713516,20.359187794207855,43.668290819711856,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
853.9041101797857,6.696395442594387,75.12765676396312,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
503.7097737500187,28.8053953690028,10.33251174612464,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1345.0776272778744,18.202048197734655,5.855783881998269,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
654.8407034015767,25.031835496498047,12.329373550185583,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
704.144275513726,6.257276578684727,19.599216792396035,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sangat Rendah
755.2645170920256,15.522753393427276,47.43570555491753,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1384.6220568448425,11.424386478817539,48.99401992773875,Tidak Berpotensi Banjir,Kering,Waspada,Sedang
706.4514112463147,11.67439746721475,18.60815019656674,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
1297.52636086794,24.786343249023236,39.138039944875004,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1308.0493403229045,20.596668131721337,38.56494822141879,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
1427.0205687863959,15.993632796071202,36.248861302818,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
615.561313600314,5.264643489659836,64.28362359301265,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
717.2789723378313,29.123198573638245,37.735445590050546,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1242.8982920807214,29.050581333893096,60.66923967649328,Tidak Berpotensi Banjir,Kering,Waspada,Tinggi
696.0007542807391,10.438805257000961,13.318490544383845,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
786.3295468734491,6.033659307913917,42.55738752585344,Tidak Berpotensi Banjir,Sangat Kering,Aman,Sedang
666.7415801113626,18.254984075297557,65.92838208505565,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
672.6966861550493,28.785270365410188,14.217326713300613,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
981.5533546282056,27.759896144123374,37.19377349581299,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
609.6830621129585,19.616571597234916,48.72634528285734,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
821.6976184636222,12.588721266342679,14.781965986982986,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
926.593909598879,13.249022094229899,60.541248472912244,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
524.5481165239776,27.44783878715069,6.319699823705394,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
888.3331664744526,17.294600890889424,75.7132407126175,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
594.1224360855169,8.27790572417864,37.457719537450856,Tidak Berpotensi Banjir,Sangat Kering,Aman,Rendah
993.5785311461766,11.210636899340184,26.88984690923812,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
1325.7381885570962,11.919872536687476,9.344560573011229,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1318.4221621817874,8.088667123297734,34.60773144542918,Tidak Berpotensi Banjir,Kering,Aman,Rendah
580.4485155374005,16.576109538032284,52.78432235126174,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sedang
1101.22775767452,27.901272706874774,7.558982331390727,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1334.5863819712365,21.71956357480652,24.50152761341989,Tidak Berpotensi Banjir,Kering,Waspada,Rendah
737.9725429346354,6.811848106221403,66.8814066218169,Tidak Berpotensi Banjir,Sangat Kering,Aman,Tinggi
1261.9265114495993,5.1373704452290685,51.69448204786618,Tidak Berpotensi Banjir,Kering,Aman,Sedang
1390.7643464500934,11.906191686731358,16.509840948609913,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
1306.1241514404442,14.06732336984851,12.872783663447134,Tidak Berpotensi Banjir,Kering,Waspada,Sangat Rendah
607.3010315155045,24.418741726169394,72.358802096072,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Tinggi
509.0599995223849,29.175138098259165,22.961617707278748,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Rendah
691.7241099218456,14.689179335588591,14.360013511890424,Tidak Berpotensi Banjir,Sangat Kering,Waspada,Sangat Rendah
